userID,artistID,weight
0,49,7351.831876606493
0,50,7480.124459996887
0,51,7342.529296207463
0,52,6013.8272660605435
0,53,4432.921561710727
0,54,1639.7003899294778
0,55,1800.5493533034396
0,56,684.3433838115725
0,57,396.91984003314064
0,58,-364.65178400804416
0,59,70.2417587646014
0,60,-466.7520354379021
0,61,-1465.724510555413
0,62,-268.623031619466
0,63,-668.9389113174011
0,64,-628.9773267237824
0,65,-1935.434105910932
0,66,-824.8734391882654
0,67,-1044.8031883084732
0,68,-1210.6764393219173
0,69,-1201.3902004820493
0,70,-5392.204900373395
0,71,-1351.8962592354674
0,72,-1857.481919120295
0,73,-1484.5873426332637
0,74,-1077.6087621220013
0,75,-1846.816732362271
0,76,-2102.145212433221
0,77,-485.86581937832034
0,78,-1760.3196187156418
0,79,-1938.8705253257476
0,80,-4570.095851532718
0,81,-1819.0683838726
0,82,-2044.9088660231055
0,83,-2035.8626591156672
0,84,-2706.367179596341
0,85,-1118.8004749348556
0,86,-2486.321654016232
0,87,-3723.6855906180926
0,88,-2408.490744958526
0,89,-2413.41178729448
0,90,-2840.200228148745
0,91,-2673.9563023320034
0,92,-1088.1292339179372
0,93,-2295.8845487884573
0,94,-2439.8667085089246
0,95,-2278.309467105737
0,96,-2646.6699845570674
0,97,-2450.678317904285
0,98,-2275.908550755098
1,99,10433.245392297293
1,100,0.5699150457808173
1,101,197.9763151331424
1,102,67.04706524276168
1,103,432.5060300925402
1,104,0.45499671791100127
1,105,-145.23103393974753
1,106,0.571866951126367
1,107,292.7926656472047
1,108,292.7926656472047
1,109,290.5631970656301
1,110,276.44322938232494
1,111,46.30362419712708
1,112,-67.36263311760268
1,113,254.14854356657986
1,114,45.836577425852056
1,115,245.23066924028183
1,116,238.54226349555825
1,117,238.54226349555825
1,118,-66.92918282183234
1,119,-62.37829334045898
1,120,50.19677757775162
1,121,210.30232812894803
1,122,206.58654715965702
1,123,205.84339096579902
1,124,-7.745108197637364
1,125,199.15498522107532
1,126,0.40880897391582494
1,127,196.92551663950076
1,128,-149.9231791021843
1,129,195.43920425178476
1,130,-26.842918749518162
1,131,194.69604805792642
1,132,79.43554046327131
1,133,190.23711089477752
1,134,189.4939547009193
1,135,131.13382010869373
1,136,-7.6305998024289465
1,137,186.5213299254865
1,138,72.36977379480174
1,139,-432.081661715803
1,140,-32.92520840236432
1,141,72.5122463002449
1,142,184.29186134391216
1,143,183.54870515005393
1,144,138.07869395315197
1,145,182.8055489561957
1,146,-10.41968300412293
1,147,182.0623927623376
1,148,181.31923656847937
2,49,-2773.179094235853
2,51,207.51832536511466
2,62,37.365997538185525
2,63,-416.94988215975013
2,68,22.31258983573366
2,70,501.7841287842648
2,75,-40.827703204619866
2,149,1319.2644726019614
2,150,166.77616716424677
2,151,595.4240593611871
2,152,-30.24249000541647
2,153,269.76525104197526
2,154,280.2381079458469
2,155,-29.3198727350981
2,156,-0.12387848026548909
2,157,200.3822436240523
2,158,84.66160347708751
2,159,265.21223520235674
2,160,38.32003355674692
2,161,-1240.368066559592
2,162,-80.72085150005819
2,163,391.164286050619
2,164,121.91050125111155
2,165,-203.79308232361245
2,166,121.35577408594861
2,167,106.49265020878522
2,168,51.140570588743344
2,169,2.834499878588076
2,170,6.186853510655169
2,171,-475.7867758083428
2,172,-44.02691055511889
2,173,-59.553073721766054
2,174,21.638156643050024
2,175,32.17703082296839
2,176,-398.1834427350376
2,177,19.366279768368372
2,178,86.19363179520212
2,179,-417.00181223510265
2,180,-138.5866739042021
2,181,-82.93982525602308
2,182,105.92364884807353
2,183,170.8742629283969
2,184,-201.5189433397868
2,185,-1707.4596229905962
2,186,-675.6781041798613
2,187,71.08012560406291
2,188,-763.1175799327223
2,189,-159.7836190367114
2,190,-513.8802229432383
2,191,-151.92486271501298
3,51,-112.7432902801408
3,152,212.4958943493267
3,171,-342.04839145359824
3,180,14.151710450541941
3,188,39.6208044220233
3,192,212.53684813951054
3,193,-1539.6167271190657
3,194,342.518740014077
3,195,-152.42889268179727
3,196,-628.5930991945693
3,197,133.35611871910163
3,198,197.07374535145834
3,199,-75.54491754731276
3,200,32.79997101539493
3,201,-2290.8923509580277
3,202,-135.52189829010217
3,203,-108.05114916614895
3,204,77.09407085990813
3,205,-615.6743645584259
3,206,31.22962887900769
3,207,-287.77545789965734
3,208,151.69819763563237
3,209,-22.823890920281656
3,210,-29.51797065304936
3,211,115.21209481916799
3,212,-89.04110602293923
3,213,-64.92286984076327
3,214,-91.51659748749796
3,215,-97.21635973299647
3,216,-155.3214532177709
3,217,-177.9011024365928
3,218,34.77014710772096
3,219,-40.82901757202376
3,220,-260.50051790309163
3,221,-277.4179149607699
3,222,120.19422145935675
3,223,-262.38288097378324
3,224,-134.11205640028703
3,225,-897.3725924216337
3,226,-135.89779534889226
3,227,-145.65205020170566
3,228,-65.1647711138902
3,229,-236.861740745367
3,230,338.91021863115054
3,231,-785.3290299977543
3,232,-261.32742458647647
3,233,-95.36879697419783
3,234,-36.03257533091073
3,235,44.020095971532555
3,236,-82.54586075313489
4,75,43.995327404852446
4,237,-241.33901025506543
4,238,28.211936085630896
4,239,479.4457252700754
4,240,313.4404815494738
4,241,0.407188176904242
4,242,-0.04047537703331727
4,243,-25.052528861863834
4,244,146.13837172328738
4,245,501.4809914847717
4,246,54.011606726763375
4,247,93.25616390003643
4,248,75.3118816481308
4,249,588.5489482252692
4,250,-62.822037075515254
4,251,293.160136179373
4,252,300.806826253885
4,253,246.2024917478068
4,254,399.4712791707427
4,255,-650.1572074430594
4,256,317.10305971382763
4,257,222.6189868386466
4,258,581.8292353835177
4,259,359.48985473266885
4,260,358.6880330417439
4,261,25.043954704091675
4,262,509.86553002427627
4,263,67.36841589786309
4,264,305.6400938003178
4,265,-258.4732820426598
4,266,118.46028960678768
4,267,-387.87082832283187
4,268,256.75711531659874
4,269,152.76581838212576
4,270,-905.0966047995778
4,271,389.4946043765958
4,272,297.091045284594
4,273,480.89710846932485
4,274,172.19426448170066
4,275,296.3478890907361
4,276,154.71763650806577
4,277,-866.5644407372174
4,278,296.3478890907361
4,279,296.3478890907361
4,280,183.88514059642216
4,281,164.58353376122204
4,282,69.2994542245126
4,283,-478.2664224737322
4,284,5.552119202198696
4,285,167.71814238393813
5,53,549.9609795715396
5,65,-747.3946880501126
5,87,2552.3538272427304
5,255,2474.070150650632
5,286,40820.88130587847
5,287,5387.390629753448
5,288,4446.929857426696
5,289,3394.5222704451007
5,290,490.3374940048934
5,291,2250.1263834042684
5,292,1269.2063931033892
5,293,368.7718729134558
5,294,514.1419126902761
5,295,4.666061485688033
5,296,-39.33754133337629
5,297,-112.81720007651211
5,298,-574.0792615775372
5,299,-237.33744847112803
5,300,-357.7522806680147
5,301,-378.9896484254439
5,302,-1333.2694354898176
5,303,-570.5554687609401
5,304,-732.4342920829765
5,305,-115.8825563740952
5,306,-672.4371429235241
5,307,-571.3789201426378
5,308,-940.9179959766004
5,309,-472.020440456143
5,310,-1059.657385823048
5,311,-426.84151933201633
5,312,-877.0931401118644
